encounter_file,rate_walk,land_lvl0,land_species0,land_lvl1,land_species1,land_lvl2,land_species2,land_lvl3,land_species3,land_lvl4,land_species4,land_lvl5,land_species5,land_lvl6,land_species6,land_lvl7,land_species7,land_lvl8,land_species8,land_lvl9,land_species9,land_lvl10,land_species10,land_lvl11,land_species11,swarm_species0,swarm_species1,land_species_morn0,land_species_morn1,land_species_nite0,land_species_nite1,radar_species0,radar_species1,radar_species2,radar_species3,rate_form0,rate_form1,rate_form2,rate_form3,rate_form4,unown_tbl,ruby0,ruby1,sapphire0,sapphire1,emerald0,emerald1,firered0,firered1,leafgreen0,leafgreen1,rate_surf,lvl_max_surf0,lvl_min_surf0,species_surf0,lvl_max_surf1,lvl_min_surf1,species_surf1,lvl_max_surf2,lvl_min_surf2,species_surf2,lvl_max_surf3,lvl_min_surf3,species_surf3,lvl_max_surf4,lvl_min_surf4,species_surf4,rate_oldrod,lvl_max_oldrod0,lvl_min_oldrod0,species_oldrod0,lvl_max_oldrod1,lvl_min_oldrod1,species_oldrod1,lvl_max_oldrod2,lvl_min_oldrod2,species_oldrod2,lvl_max_oldrod3,lvl_min_oldrod3,species_oldrod3,lvl_max_oldrod4,lvl_min_oldrod4,species_oldrod4,rate_goodrod,lvl_max_goodrod0,lvl_min_goodrod0,species_goodrod0,lvl_max_goodrod1,lvl_min_goodrod1,species_goodrod1,lvl_max_goodrod2,lvl_min_goodrod2,species_goodrod2,lvl_max_goodrod3,lvl_min_goodrod3,species_goodrod3,lvl_max_goodrod4,lvl_min_goodrod4,species_goodrod4,rate_superrod,lvl_max_superrod0,lvl_min_superrod0,species_superrod0,lvl_max_superrod1,lvl_min_superrod1,species_superrod1,lvl_max_superrod2,lvl_min_superrod2,species_superrod2,lvl_max_superrod3,lvl_min_superrod3,species_superrod3,lvl_max_superrod4,lvl_min_superrod4,species_superrod4
26,35,27,SPECIES_WOOPER,27,SPECIES_BIBAREL,28,SPECIES_BIBAREL,27,SPECIES_TANGELA,28,SPECIES_TANGELA,29,SPECIES_QUAGSIRE,28,SPECIES_WOOPER,29,SPECIES_WOOPER,29,SPECIES_YANMA,29,SPECIES_TANGELA,30,SPECIES_YANMA,30,SPECIES_TANGELA,SPECIES_WOOPER,SPECIES_BIBAREL,SPECIES_BIBAREL,SPECIES_TANGELA,SPECIES_NOCTOWL,SPECIES_HOOTHOOT,SPECIES_TANGELA,SPECIES_QUAGSIRE,SPECIES_YANMA,SPECIES_TANGELA,100,100,0,0,0,0,SPECIES_YANMA,SPECIES_TANGELA,SPECIES_YANMA,SPECIES_TANGELA,SPECIES_YANMA,SPECIES_TANGELA,SPECIES_ARBOK,SPECIES_ARBOK,SPECIES_YANMA,SPECIES_TANGELA,10,30,20,SPECIES_WOOPER,30,20,SPECIES_WOOPER,40,20,SPECIES_QUAGSIRE,40,20,SPECIES_QUAGSIRE,40,20,SPECIES_QUAGSIRE,25,6,3,SPECIES_MAGIKARP,7,4,SPECIES_MAGIKARP,10,5,SPECIES_MAGIKARP,10,5,SPECIES_MAGIKARP,15,5,SPECIES_MAGIKARP,50,20,15,SPECIES_MAGIKARP,20,15,SPECIES_BARBOACH,25,10,SPECIES_MAGIKARP,25,10,SPECIES_BARBOACH,25,10,SPECIES_BARBOACH,75,55,30,SPECIES_GYARADOS,40,30,SPECIES_CARVANHA,50,20,SPECIES_WHISCASH,55,40,SPECIES_CARVANHA,55,40,SPECIES_CARVANHA
27,35,26,SPECIES_WOOPER,26,SPECIES_BIBAREL,27,SPECIES_BIBAREL,26,SPECIES_YANMA,27,SPECIES_YANMA,28,SPECIES_QUAGSIRE,27,SPECIES_WOOPER,28,SPECIES_WOOPER,28,SPECIES_YANMA,28,SPECIES_TANGELA,29,SPECIES_YANMA,29,SPECIES_TANGELA,SPECIES_WOOPER,SPECIES_BIBAREL,SPECIES_BIBAREL,SPECIES_YANMA,SPECIES_HOOTHOOT,SPECIES_HOOTHOOT,SPECIES_YANMA,SPECIES_QUAGSIRE,SPECIES_YANMA,SPECIES_TANGELA,100,100,0,0,0,0,SPECIES_YANMA,SPECIES_TANGELA,SPECIES_YANMA,SPECIES_TANGELA,SPECIES_YANMA,SPECIES_TANGELA,SPECIES_ARBOK,SPECIES_ARBOK,SPECIES_YANMA,SPECIES_TANGELA,10,30,20,SPECIES_WOOPER,30,20,SPECIES_WOOPER,40,20,SPECIES_QUAGSIRE,40,20,SPECIES_QUAGSIRE,40,20,SPECIES_QUAGSIRE,25,6,3,SPECIES_MAGIKARP,7,4,SPECIES_MAGIKARP,10,5,SPECIES_MAGIKARP,10,5,SPECIES_MAGIKARP,15,5,SPECIES_MAGIKARP,50,20,15,SPECIES_MAGIKARP,20,15,SPECIES_BARBOACH,25,10,SPECIES_MAGIKARP,25,10,SPECIES_BARBOACH,25,10,SPECIES_BARBOACH,75,55,30,SPECIES_GYARADOS,40,30,SPECIES_CARVANHA,50,20,SPECIES_WHISCASH,55,40,SPECIES_CARVANHA,55,40,SPECIES_CARVANHA
28,35,26,SPECIES_WOOPER,26,SPECIES_BIBAREL,27,SPECIES_BIBAREL,26,SPECIES_YANMA,27,SPECIES_YANMA,28,SPECIES_QUAGSIRE,27,SPECIES_WOOPER,28,SPECIES_WOOPER,28,SPECIES_YANMA,28,SPECIES_TANGELA,29,SPECIES_YANMA,29,SPECIES_TANGELA,SPECIES_WOOPER,SPECIES_BIBAREL,SPECIES_BIBAREL,SPECIES_YANMA,SPECIES_HOOTHOOT,SPECIES_HOOTHOOT,SPECIES_YANMA,SPECIES_QUAGSIRE,SPECIES_YANMA,SPECIES_TANGELA,100,100,0,0,0,0,SPECIES_YANMA,SPECIES_TANGELA,SPECIES_YANMA,SPECIES_TANGELA,SPECIES_YANMA,SPECIES_TANGELA,SPECIES_ARBOK,SPECIES_ARBOK,SPECIES_YANMA,SPECIES_TANGELA,10,30,20,SPECIES_WOOPER,30,20,SPECIES_WOOPER,40,20,SPECIES_QUAGSIRE,40,20,SPECIES_QUAGSIRE,40,20,SPECIES_QUAGSIRE,25,6,3,SPECIES_MAGIKARP,7,4,SPECIES_MAGIKARP,10,5,SPECIES_MAGIKARP,10,5,SPECIES_MAGIKARP,15,5,SPECIES_MAGIKARP,50,20,15,SPECIES_MAGIKARP,20,15,SPECIES_BARBOACH,25,10,SPECIES_MAGIKARP,25,10,SPECIES_BARBOACH,25,10,SPECIES_BARBOACH,75,55,30,SPECIES_GYARADOS,40,30,SPECIES_CARVANHA,50,20,SPECIES_WHISCASH,55,40,SPECIES_CARVANHA,55,40,SPECIES_CARVANHA
29,10,20,SPECIES_UNOWN,21,SPECIES_UNOWN,22,SPECIES_UNOWN,23,SPECIES_UNOWN,24,SPECIES_UNOWN,25,SPECIES_UNOWN,26,SPECIES_UNOWN,27,SPECIES_UNOWN,28,SPECIES_UNOWN,29,SPECIES_UNOWN,30,SPECIES_UNOWN,30,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,100,100,0,0,0,8,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE
30,10,20,SPECIES_UNOWN,21,SPECIES_UNOWN,22,SPECIES_UNOWN,23,SPECIES_UNOWN,24,SPECIES_UNOWN,25,SPECIES_UNOWN,26,SPECIES_UNOWN,27,SPECIES_UNOWN,28,SPECIES_UNOWN,29,SPECIES_UNOWN,30,SPECIES_UNOWN,30,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,100,100,0,0,0,1,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE
31,10,20,SPECIES_UNOWN,21,SPECIES_UNOWN,22,SPECIES_UNOWN,23,SPECIES_UNOWN,24,SPECIES_UNOWN,25,SPECIES_UNOWN,26,SPECIES_UNOWN,27,SPECIES_UNOWN,28,SPECIES_UNOWN,29,SPECIES_UNOWN,30,SPECIES_UNOWN,30,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,100,100,0,0,0,1,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE
32,10,20,SPECIES_UNOWN,21,SPECIES_UNOWN,22,SPECIES_UNOWN,23,SPECIES_UNOWN,24,SPECIES_UNOWN,25,SPECIES_UNOWN,26,SPECIES_UNOWN,27,SPECIES_UNOWN,28,SPECIES_UNOWN,29,SPECIES_UNOWN,30,SPECIES_UNOWN,30,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,100,100,0,0,0,2,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE
33,10,20,SPECIES_UNOWN,21,SPECIES_UNOWN,22,SPECIES_UNOWN,23,SPECIES_UNOWN,24,SPECIES_UNOWN,25,SPECIES_UNOWN,26,SPECIES_UNOWN,27,SPECIES_UNOWN,28,SPECIES_UNOWN,29,SPECIES_UNOWN,30,SPECIES_UNOWN,30,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,100,100,0,0,0,1,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE
34,10,20,SPECIES_UNOWN,21,SPECIES_UNOWN,22,SPECIES_UNOWN,23,SPECIES_UNOWN,24,SPECIES_UNOWN,25,SPECIES_UNOWN,26,SPECIES_UNOWN,27,SPECIES_UNOWN,28,SPECIES_UNOWN,29,SPECIES_UNOWN,30,SPECIES_UNOWN,30,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,100,100,0,0,0,3,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE
35,10,20,SPECIES_UNOWN,21,SPECIES_UNOWN,22,SPECIES_UNOWN,23,SPECIES_UNOWN,24,SPECIES_UNOWN,25,SPECIES_UNOWN,26,SPECIES_UNOWN,27,SPECIES_UNOWN,28,SPECIES_UNOWN,29,SPECIES_UNOWN,30,SPECIES_UNOWN,30,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,100,100,0,0,0,1,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE
36,10,20,SPECIES_UNOWN,21,SPECIES_UNOWN,22,SPECIES_UNOWN,23,SPECIES_UNOWN,24,SPECIES_UNOWN,25,SPECIES_UNOWN,26,SPECIES_UNOWN,27,SPECIES_UNOWN,28,SPECIES_UNOWN,29,SPECIES_UNOWN,30,SPECIES_UNOWN,30,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,100,100,0,0,0,1,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE
37,10,20,SPECIES_UNOWN,21,SPECIES_UNOWN,22,SPECIES_UNOWN,23,SPECIES_UNOWN,24,SPECIES_UNOWN,25,SPECIES_UNOWN,26,SPECIES_UNOWN,27,SPECIES_UNOWN,28,SPECIES_UNOWN,29,SPECIES_UNOWN,30,SPECIES_UNOWN,30,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,100,100,0,0,0,1,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE
38,10,20,SPECIES_UNOWN,21,SPECIES_UNOWN,22,SPECIES_UNOWN,23,SPECIES_UNOWN,24,SPECIES_UNOWN,25,SPECIES_UNOWN,26,SPECIES_UNOWN,27,SPECIES_UNOWN,28,SPECIES_UNOWN,29,SPECIES_UNOWN,30,SPECIES_UNOWN,30,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,100,100,0,0,0,1,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE
39,10,20,SPECIES_UNOWN,21,SPECIES_UNOWN,22,SPECIES_UNOWN,23,SPECIES_UNOWN,24,SPECIES_UNOWN,25,SPECIES_UNOWN,26,SPECIES_UNOWN,27,SPECIES_UNOWN,28,SPECIES_UNOWN,29,SPECIES_UNOWN,30,SPECIES_UNOWN,30,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,100,100,0,0,0,1,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE
40,10,20,SPECIES_UNOWN,21,SPECIES_UNOWN,22,SPECIES_UNOWN,23,SPECIES_UNOWN,24,SPECIES_UNOWN,25,SPECIES_UNOWN,26,SPECIES_UNOWN,27,SPECIES_UNOWN,28,SPECIES_UNOWN,29,SPECIES_UNOWN,30,SPECIES_UNOWN,30,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,100,100,0,0,0,4,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE
41,10,20,SPECIES_UNOWN,21,SPECIES_UNOWN,22,SPECIES_UNOWN,23,SPECIES_UNOWN,24,SPECIES_UNOWN,25,SPECIES_UNOWN,26,SPECIES_UNOWN,27,SPECIES_UNOWN,28,SPECIES_UNOWN,29,SPECIES_UNOWN,30,SPECIES_UNOWN,30,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,100,100,0,0,0,5,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE
42,10,20,SPECIES_UNOWN,21,SPECIES_UNOWN,22,SPECIES_UNOWN,23,SPECIES_UNOWN,24,SPECIES_UNOWN,25,SPECIES_UNOWN,26,SPECIES_UNOWN,27,SPECIES_UNOWN,28,SPECIES_UNOWN,29,SPECIES_UNOWN,30,SPECIES_UNOWN,30,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,100,100,0,0,0,6,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE
43,10,20,SPECIES_UNOWN,21,SPECIES_UNOWN,22,SPECIES_UNOWN,23,SPECIES_UNOWN,24,SPECIES_UNOWN,25,SPECIES_UNOWN,26,SPECIES_UNOWN,27,SPECIES_UNOWN,28,SPECIES_UNOWN,29,SPECIES_UNOWN,30,SPECIES_UNOWN,30,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,100,100,0,0,0,7,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE
